,genero,idade,idade_parceiro,raa,raa_parceiro,Mesma raa?,importancia_mesma_raca,importancia_mesma_religiao,formao,pref_parceiro_atratividade,pref_parceiro_sinceridade,pref_parceiro_inteligencia,pref_parceiro_engracado,pref_parceiro_ambicao,pref_parceiro_interessescomuns,avaliacao_atratividade,avaliacao_sinceridade,avaliacao_inteligencia,avaliacao_engracado,avaliacao_ambicao,avaliacao_interessescomuns,busco_atratividade,busco_sinceridade,busco_inteligencia,busco_engracado,busco_ambicao,busco_interessescomuns,sou_atrativo,sou_sincero,sou_inteligente,sou_engracado,sou_ambicioso,parceiro_atrativo,parceiro_sincero,parceiro_inteligente,parceiro_engracado,parceiro_ambicioso,interessescomunsparceiro,esportes,esportes_tv,exercicio,jantares,museus,arte,trilhas,videogames,leitura,tv,teatro,filmes,shows,musica,shopping,yoga,correlacao_interesses,expectativas,quantos_acho_vao_gostar_demim,quantos_matches_acho_terei,gostou_parceiro,parceiro_gostou_demim_acho,conhecia_parceiro,decisao,decisao_parceiro,match
2138,b'female',28,29,b'Asian/Pacific Islander/Asian-American',b'Black/African American',b'0',5,3,b'Business; marketing',16,18,18,18,14,16,10,8,8,9,9,8,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,7,6,7,10,9,8,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.42,4,,2,7,8,1,b'0',b'1',nao
2139,b'female',28,22,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',16.67,18.75,18.75,18.75,18.75,8.33,8,8,8,9,7,6,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,7,7,6,7,6,7,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.42,4,,2,6,6,0,b'1',b'0',nao
2140,b'female',28,27,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',5,3,b'Business; marketing',15.22,15.22,19.57,17.39,13.04,19.57,5,5,6,6,7,3,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,3,5,7,2,5,2,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.18,4,,2,1,4,0,b'0',b'0',nao
2141,b'female',28,26,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',12,20,20,20,16,12,7,6,6,6,7,4,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,5,7,6,5,5,4,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.15,4,,2,3,5,0,b'0',b'0',nao
2142,b'female',28,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',20.51,23.08,20.51,17.95,2.56,15.38,8,7,8,9,,,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,5,6,6,7,7,6,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.57,4,,2,6,6,0,b'0',b'1',nao
2143,b'female',28,30,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',16.67,12.5,20.83,18.75,12.5,18.75,9,7,8,6,8,5,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,6,7,7,4,5,4,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,-0.09,4,,2,4,5,0,b'0',b'1',nao
2144,b'female',28,26,b'Asian/Pacific Islander/Asian-American',b'Other',b'0',5,3,b'Business; marketing',27.78,19.44,19.44,27.78,2.78,2.78,8,8,8,8,,,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,6,7,7,7,7,6,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.36,4,,2,7,7,0,b'0',b'1',nao
2145,b'female',28,23,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',18.6,13.95,18.6,16.28,16.28,16.28,6,7,6,6,5,4,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,4,5,5,6,3,4,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.6,4,,2,3,5,0,b'0',b'1',nao
2146,b'female',28,23,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',5,3,b'Business; marketing',11.11,17.78,17.78,17.78,17.78,17.78,6,8,8,8,8,8,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,2,8,8,7,6,7,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.29,4,,2,2,6,0,b'0',b'1',nao
2147,b'female',28,28,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',17.78,20,17.78,15.56,15.56,13.33,10,8,8,9,9,8,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,8,7,7,8,7,8,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.61,4,,2,7,6,0,b'1',b'1',sim
2148,b'female',28,28,b'Asian/Pacific Islander/Asian-American',b'Asian/Pacific Islander/Asian-American',b'1',5,3,b'Business; marketing',16.28,20.93,18.6,18.6,13.95,11.63,6,6,6,5,7,6,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,3,6,7,4,5,3,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,-0.12,4,,2,3,4,0,b'0',b'1',nao
2149,b'female',28,29,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',19.57,10.87,19.57,19.57,19.57,10.87,9,8,9,9,10,5,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,5,7,7,6,7,5,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.51,4,,2,6,6,0,b'0',b'1',nao
2150,b'female',28,27,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',17.78,17.78,22.22,20,15.56,6.67,8,5,7,8,9,6,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,7,7,7,8,7,7,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.36,4,,2,6,7,0,b'0',b'1',nao
2151,b'female',28,22,b'Asian/Pacific Islander/Asian-American',b'European/Caucasian-American',b'0',5,3,b'Business; marketing',18.37,18.37,20.41,20.41,16.33,6.12,7,8,8,8,8,7,14.29,16.33,16.33,18.37,18.37,16.33,7,8,9,8,9,5,6,5,6,5,6,8,7,8,8,6,6,9,2,7,4,6,7,5,6,6,3,0.49,4,,2,3,7,0,b'0',b'1',nao
2152,b'male',23,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',14.29,14.29,21.43,21.43,19.05,9.52,4,5,6,4,6,4,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,8,8,7,7,5,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.35,7,,4,9,5,0,b'1',b'0',nao
2153,b'male',23,33,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',8.33,20.83,20.83,14.58,16.67,18.75,5,6,8,6,7,,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,6,8,9,6,8,7,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.34,7,,4,7,5,0,b'1',b'0',nao
2154,b'male',23,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',16,16,16,18,18,16,4,6,7,4,7,4,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,9,7,7,8,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,-0.4,7,,4,9,7,0,b'1',b'0',nao
2155,b'male',23,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',11.36,18.18,22.73,18.18,11.36,18.18,7,10,10,7,9,8,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,9,7,7,8,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.42,7,,4,9,6,0,b'1',b'0',nao
2156,b'male',23,36,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',18.18,18.18,18.18,18.18,13.64,13.64,4,6,8,,,,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,8,9,8,7,7,8,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.26,7,,4,9,5,0,b'1',b'0',nao
2157,b'male',23,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'physics [astrophysics]',18,18,20,18,16,10,5,5,8,5,5,5,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,7,7,9,8,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,-0.15,7,,4,8,4,0,b'1',b'0',nao
2158,b'male',23,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'physics [astrophysics]',15.09,16.98,16.98,18.87,18.87,13.21,4,8,8,2,6,1,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,8,7,7,7,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.11,7,,4,8,5,0,b'1',b'0',nao
2159,b'male',23,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',8.51,19.15,19.15,19.15,19.15,14.89,6,7,7,4,7,,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,9,8,7,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.19,7,,4,8,5,0,b'1',b'0',nao
2160,b'male',23,31,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',12,20,20,20,14,14,5,5,8,6,9,,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,8,9,7,7,7,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.31,7,,4,9,5,0,b'1',b'0',nao
2161,b'male',23,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',14.55,16.36,18.18,18.18,16.36,16.36,4,5,5,1,3,1,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,8,8,9,7,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.24,7,,4,9,4,0,b'1',b'0',nao
2162,b'male',23,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'physics [astrophysics]',14,20,20,14,18,14,6,7,7,6,8,6,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,8,7,7,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.51,7,,4,8,4,0,b'1',b'0',nao
2163,b'male',23,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'physics [astrophysics]',9.76,19.51,19.51,14.63,19.51,17.07,6,6,8,6,,,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,7,9,8,6,7,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.22,7,,4,7,5,0,b'1',b'0',nao
2164,b'male',23,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',15.38,17.31,17.31,17.31,17.31,15.38,5,8,10,5,8,7,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,9,7,8,7,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,-0.26,7,,4,8,4,0,b'1',b'0',nao
2165,b'male',23,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',3,4,b'physics [astrophysics]',15.09,18.87,18.87,16.98,16.98,13.21,2,6,7,2,7,2,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,10,9,9,8,7,7,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.24,7,,4,9,6,0,b'1',b'0',nao
2166,b'male',23,30,b'European/Caucasian-American',b'Black/African American',b'0',3,4,b'physics [astrophysics]',14,18,16,18,18,16,4,7,10,3,10,3,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,8,8,7,6,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,0.49,7,,4,8,5,0,b'1',b'0',nao
2167,b'male',23,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'physics [astrophysics]',14.29,16.33,16.33,18.37,18.37,16.33,2,3,3,2,3,1,19.05,19.05,19.05,19.05,9.52,14.29,7,9,7,9,6,9,8,8,7,6,5,2,4,4,6,7,4,7,7,8,6,5,8,4,9,5,1,-0.14,7,,4,7,4,0,b'1',b'0',nao
2168,b'male',28,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',14.29,14.29,21.43,21.43,19.05,9.52,5,10,9,8,7,5,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,7,7,6,,4,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,-0.57,6,,3,7,5,0,b'1',b'1',sim
2169,b'male',28,33,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',8.33,20.83,20.83,14.58,16.67,18.75,4,6,8,5,,5,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,5,7,7,5,4,4,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.55,6,,3,5,5,0,b'0',b'0',nao
2170,b'male',28,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',16,16,16,18,18,16,4,7,8,5,7,4,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,8,8,8,7,9,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.32,6,,3,9,7,0,b'1',b'0',nao
2171,b'male',28,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',11.36,18.18,22.73,18.18,11.36,18.18,7,10,10,10,10,8,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,8,8,7,7,9,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.68,6,,3,8,6,0,b'1',b'0',nao
2172,b'male',28,36,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',18.18,18.18,18.18,18.18,13.64,13.64,5,7,10,8,,,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,8,8,5,6,,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.68,6,,3,5,3,0,b'0',b'0',nao
2173,b'male',28,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,2,b'Physics',18,18,20,18,16,10,5,6,8,5,5,4,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,6,6,6,6,3,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.55,6,,3,5,4,0,b'0',b'0',nao
2174,b'male',28,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,2,b'Physics',15.09,16.98,16.98,18.87,18.87,13.21,3,8,8,2,7,1,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,6,6,5,5,,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.72,6,,3,6,4,0,b'0',b'0',nao
2175,b'male',28,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',8.51,19.15,19.15,19.15,19.15,14.89,4,7,8,4,6,7,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,9,7,7,7,6,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.65,6,,3,7,6,0,b'1',b'0',nao
2176,b'male',28,31,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',12,20,20,20,14,14,5,8,10,8,8,,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,9,9,8,8,5,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.23,6,,3,8,7,0,b'1',b'0',nao
2177,b'male',28,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',14.55,16.36,18.18,18.18,16.36,16.36,3,7,7,4,6,5,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,8,8,7,7,7,,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.6,6,,3,7,4,0,b'1',b'0',nao
2178,b'male',28,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,2,b'Physics',14,20,20,14,18,14,4,6,5,4,,,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,7,7,5,,3,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.58,6,,3,5,5,0,b'0',b'0',nao
2179,b'male',28,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,2,b'Physics',9.76,19.51,19.51,14.63,19.51,17.07,5,5,6,8,,5,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,7,7,6,6,5,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.44,6,,3,7,8,0,b'1',b'1',sim
2180,b'male',28,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',15.38,17.31,17.31,17.31,17.31,15.38,6,8,9,8,9,5,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,8,7,7,8,6,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.46,6,,3,7,6,0,b'1',b'0',nao
2181,b'male',28,27,b'European/Caucasian-American',b'European/Caucasian-American',b'1',7,2,b'Physics',15.09,18.87,18.87,16.98,16.98,13.21,1,4,6,3,6,2,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,7,9,8,7,5,,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.59,6,,3,7,4,0,b'1',b'0',nao
2182,b'male',28,30,b'European/Caucasian-American',b'Black/African American',b'0',7,2,b'Physics',14,18,16,18,18,16,3,10,10,6,10,3,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,7,7,5,5,,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.4,6,,3,5,3,0,b'0',b'0',nao
2183,b'male',28,28,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',7,2,b'Physics',14.29,16.33,16.33,18.37,18.37,16.33,2,6,6,6,5,4,15.91,20.45,20.45,20.45,11.36,11.36,5,9,8,9,7,6,10,6,6,,,7,7,6,9,9,8,6,4,8,7,7,9,8,9,7,2,0.12,6,,3,5,1,0,b'0',b'0',nao
2184,b'male',29,24,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',14.29,14.29,21.43,21.43,19.05,9.52,8,8,8,8,10,6,16,18,18,18,14,16,8,8,9,8,9,6,9,8,7,9,,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.15,6,,4,6,7,0,b'0',b'1',nao
2185,b'male',29,33,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',8.33,20.83,20.83,14.58,16.67,18.75,5,5,7,8,7,4,16,18,18,18,14,16,8,8,9,8,9,4,9,7,5,8,3,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.01,6,,4,4,5,0,b'0',b'0',nao
2186,b'male',29,23,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',16,16,16,18,18,16,7,8,8,8,8,7,16,18,18,18,14,16,8,8,9,8,9,6,8,9,9,9,7,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.64,6,,4,7,6,0,b'0',b'0',nao
2187,b'male',29,24,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',11.36,18.18,22.73,18.18,11.36,18.18,8,10,7,10,7,5,16,18,18,18,14,16,8,8,9,8,9,4,8,9,4,10,3,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.18,6,,4,5,5,0,b'0',b'0',nao
2188,b'male',29,36,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',18.18,18.18,18.18,18.18,13.64,13.64,8,10,7,8,8,,16,18,18,18,14,16,8,8,9,8,9,5,8,,6,7,,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.04,6,,4,4,4,0,b'0',b'0',nao
2189,b'male',29,26,b'Black/African American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'Business/ Finance/ Real Estate',18,18,20,18,16,10,8,6,7,8,9,7,16,18,18,18,14,16,8,8,9,8,9,8,10,9,8,8,7,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.25,6,,4,6,8,1,b'1',b'1',sim
2190,b'male',29,27,b'Black/African American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'Business/ Finance/ Real Estate',15.09,16.98,16.98,18.87,18.87,13.21,7,5,7,8,8,6,16,18,18,18,14,16,8,8,9,8,9,7,8,8,8,8,7,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.16,6,,4,7,7,0,b'1',b'0',nao
2191,b'male',29,28,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',8.51,19.15,19.15,19.15,19.15,14.89,9,7,8,8,8,6,16,18,18,18,14,16,8,8,9,8,9,6,9,9,6,8,,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.03,6,,4,5,5,0,b'1',b'1',sim
2192,b'male',29,31,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',12,20,20,20,14,14,9,7,7,7,7,2,16,18,18,18,14,16,8,8,9,8,9,7,10,9,8,8,3,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.11,6,,4,7,7,0,b'1',b'0',nao
2193,b'male',29,28,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',14.55,16.36,18.18,18.18,16.36,16.36,8,6,8,7,7,6,16,18,18,18,14,16,8,8,9,8,9,8,8,,8,7,8,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.08,6,,4,8,7,0,b'1',b'0',nao
2194,b'male',29,27,b'Black/African American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'Business/ Finance/ Real Estate',14,20,20,14,18,14,6,8,7,7,7,4,16,18,18,18,14,16,8,8,9,8,9,7,9,10,6,9,3,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.01,6,,4,5,5,0,b'0',b'0',nao
2195,b'male',29,28,b'Black/African American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'Business/ Finance/ Real Estate',9.76,19.51,19.51,14.63,19.51,17.07,5,6,6,6,6,,16,18,18,18,14,16,8,8,9,8,9,7,9,8,6,7,2,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.3,6,,4,4,4,0,b'0',b'0',nao
2196,b'male',29,27,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',15.38,17.31,17.31,17.31,17.31,15.38,9,9,9,9,9,9,16,18,18,18,14,16,8,8,9,8,9,8,8,8,7,8,7,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.57,6,,4,7,5,0,b'1',b'0',nao
2197,b'male',29,27,b'Black/African American',b'European/Caucasian-American',b'0',3,4,b'Business/ Finance/ Real Estate',15.09,18.87,18.87,16.98,16.98,13.21,7,7,6,7,6,6,16,18,18,18,14,16,8,8,9,8,9,7,8,8,8,,,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.1,6,,4,6,7,0,b'0',b'0',nao
2198,b'male',29,30,b'Black/African American',b'Black/African American',b'1',3,4,b'Business/ Finance/ Real Estate',14,18,16,18,18,16,7,10,10,9,10,10,16,18,18,18,14,16,8,8,9,8,9,8,10,8,9,9,10,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,-0.03,6,,4,8,9,1,b'1',b'1',sim
2199,b'male',29,28,b'Black/African American',b'Asian/Pacific Islander/Asian-American',b'0',3,4,b'Business/ Finance/ Real Estate',14.29,16.33,16.33,18.37,18.37,16.33,7,6,7,10,9,8,16,18,18,18,14,16,8,8,9,8,9,10,8,8,9,9,8,9,8,10,6,6,4,3,4,6,3,7,9,6,9,3,2,0.42,6,,4,8,7,1,b'1',b'0',nao
2200,b'male',22,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',14.29,14.29,21.43,21.43,19.05,9.52,10,10,9,8,8,7,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,8,7,8,7,6,4,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.01,7,,,7,6,0,b'0',b'1',nao
2201,b'male',22,33,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',8.33,20.83,20.83,14.58,16.67,18.75,5,6,8,9,8,6,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,5,10,8,5,10,6,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.15,7,,,4,5,0,b'0',b'1',nao
2202,b'male',22,23,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',16,16,16,18,18,16,8,8,8,10,7,9,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,6,8,10,9,3,1,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,0.44,7,,,5,3,1,b'0',b'1',nao
2203,b'male',22,24,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',11.36,18.18,22.73,18.18,11.36,18.18,10,9,9,9,8,7,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,6,8,10,7,5,3,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.29,7,,,4,2,1,b'0',b'1',nao
2204,b'male',22,36,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',18.18,18.18,18.18,18.18,13.64,13.64,6,8,8,,,,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,5,6,7,4,5,5,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.15,7,,,4,3,0,b'0',b'0',nao
2205,b'male',22,26,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',6,2,b'Biochemistry',18,18,20,18,16,10,7,6,7,6,6,5,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,8,9,10,6,6,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,0.17,7,,,4,3,0,b'0',b'1',nao
2206,b'male',22,27,b'European/Caucasian-American',b'Asian/Pacific Islander/Asian-American',b'0',6,2,b'Biochemistry',15.09,16.98,16.98,18.87,18.87,13.21,5,8,8,5,5,1,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,6,6,8,5,7,5,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.19,7,,,5,4,0,b'0',b'0',nao
2207,b'male',22,28,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',8.51,19.15,19.15,19.15,19.15,14.89,8,6,8,8,6,8,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,7,6,7,5,8,7,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,-0.11,7,,,7,5,0,b'0',b'0',nao
2208,b'male',22,31,b'European/Caucasian-American',b'European/Caucasian-American',b'1',6,2,b'Biochemistry',12,20,20,20,14,14,8,5,8,8,8,7,16.67,18.75,18.75,18.75,18.75,8.33,8,7,9,9,7,8,8,10,8,6,5,9,9,9,8,7,6,7,7,9,8,6,8,6,9,6,2,0.2,7,,,6,3,0,b'0',b'0',nao
